number,title
WHA34.5,"Report on casual income and budgetary rate of exchange between the US Dollar and the Swiss Franc for 1982-1983
﻿"
WHA34.7,"Scale of assessments for the financial period 1982-1983
﻿"
WHA34.11,"Transfer of the Regional Office for the Eastern Mediterranean
﻿"
WHA34.10,"Headquarters accommodation requirements
﻿"
WHA34.6,"Assessment of new members and associate members: assessment of Saint Lucia
﻿"
WHA34.2,"Status of collection of assessed contributions and status of advances to the Working Capital Fund
﻿"
WHA34.28,"Periodicity and duration of Health Assemblies: periodicity of Health Assemblies
﻿"
WHA34.14,"Organizational study on the role of WHO in training in public health and health programme management including the use of country health programming
﻿"
WHA34.15,"Recruitment of international staff in WHO
﻿"
WHA34.29,"Periodicity and duration of Health Assemblies: method of work and duration of Health Assemblies
﻿"
WHA34.3,"Members in arrears in the payment of their contributions to an extent which may invoke the provisions of article 7 of the Constitution
﻿"
WHA34.1,"Interim financial report on the accounts of WHO for 1980 and report of the external auditor
﻿"
WHA34.17,"Collaboration with the United Nations system: general matters: programme support costs
﻿"
WHA34.16,"Appropriation resolution for the financial period 1982-1983
﻿"
WHA34.27,"Use of SI units in medicine: use of the kilopascal for blood pressure measurement
﻿"
WHA34.33,"Collaboration with the United Nations system: cooperation with newly independent and emerging States in Africa: special programme of cooperation with the Republic of Chad
﻿"
WHA34.32,"Collaboration with the United Nations system: cooperation with newly independent and emerging States in Africa: special programme of cooperation with the Republic of Equatorial Guinea
﻿"
WHA34.26,"Promotion of prevention of adverse health effects of disasters and emergencies through preparedness
﻿"
WHA34.30,"Coordination with the United Nations system: International Year of Disabled Persons, 1981: WHO's cooperative activities within the United Nations system for disability prevention and rehabilitation
﻿"
WHA34.24,"The meaning of WHO's international health work through coordination and technical cooperation
﻿"
WHA34.18,"Collaboration with the United Nations system: general matters: emergency health and medical assistance to Democratic Yemen, Djibouti, Ethiopia and Somalia
﻿"
WHA34.19,"Health conditions of the Arab population in the occupied Arab territories, including Palestine
﻿"
WHA34.25,"International Drinking Water Supply and Sanitation Decade
﻿"
WHA34.31,"Collaboration with the United Nations system: cooperation with newly independent and emerging States in Africa: liberation struggle in Southern Africa: assistance to Front-Line States
﻿"
WHA34.35,"Collaboration with the United Nations system: general matters: health assistance to refugees in Africa
﻿"
WHA34.21,"Collaboration with the United Nations system: health and medical assistance to Lebanon
﻿"
WHA34.20,"Collaboration with the United Nations system: health assistance to refugees and displaced persons in Cyprus
﻿"
WHA34.34,"Collaboration with the United Nations system: cooperation with newly independent and emerging States in Africa: liberation struggle in Southern Africa: assistance to Namibia
﻿"
WHA34.8,"Salaries and allowances for ungraded posts and for the Director-General
﻿"
WHA34.22,"International Code of Marketing of Breastmilk Substitutes
﻿"
WHA34.36,"Global strategy for health for all by the year 2000
﻿"
WHA34.37,"Resources for strategies for health for all by the year 2000 (‎draft resolution proposed by a working group)‎
﻿"
WHA34.23,"Nutritional value and safety of products specifically intented for infant and young child feeding
﻿"
WHA34.9,"Appointment of the external auditor
﻿"
WHA35.19,"Collaboration with the United Nations system: health and medical assistance to Lebanon
﻿"
WHA35.31,"Expanded programme on immunization
﻿"
WHA35.25,"Seventh general programme of work covering a specific period (‎1984-1989 inclusive)‎
﻿"
WHA35.7,"Assessment of Dominica
﻿"
WHA35.6,"Assessment of Bhutan
﻿"
WHA35.24,"Implementing the strategy for health for all
﻿"
WHA35.30,"Long-term planning of international cooperation in the field of cancer
﻿"
WHA35.18,"Collaboration with the United Nations system: health assistance to refugees and displaced persons in Cyprus: report by the Director-General
﻿"
WHA35.26,"International Code of Marketing of Breast-milk Substitutes
﻿"
WHA35.4,"Status of collection of assessed contributions and status of advances to the Working Capital Fund
﻿"
WHA35.5,"Members in arrears in the payment of their contributions to an extent which may invoke the provisions of article 7 of the Constitution
﻿"
WHA35.27,"Action programme on essential drugs
﻿"
WHA35.23,"Plan of action for implementing the strategy for health for all by the year 2000
﻿"
WHA35.1,"Method of work of the Health Assembly
﻿"
WHA35.22,"Diarrhoeal diseases control programme
﻿"
WHA35.20,"Collaboration with the United Nations system: cooperation with newly independent and emerging States in Africa: liberation struggle in Southern Africa: assistance to front-line States
﻿"
WHA35.2,"Changes in the programme budget for 1982-1983
﻿"
WHA35.3,"Financial report and audited financial statements for the financial period of 1 January 1980 - 31 December 1981 and reports of the external auditor to the World Health Assembly
﻿"
WHA35.21,"Collaboration with the United Nations system: cooperation with newly independent and emerging States in Africa: liberation struggle in Southern Africa: assistance to Namibia and National Liberation Movements in South Africa recognized by the OUA
﻿"
WHA35.10,"Regulations for expert advisory panels and committees
﻿"
WHA35.11,"Future organizational studies
﻿"
WHA35.13,"Transfer of the Regional Office for the Eastern Mediterranean
﻿"
WHA35.12,"Real estate fund and Headquarters accommodation
﻿"
WHA35.16,"Collaboration with the United Nations system: general matters: emergency health and medical assistance to Democratic Yemen
﻿"
WHA35.8,"Assessment of Zimbabwe
﻿"
WHA35.9,"Review of the working capital fund
﻿"
WHA35.17,"Collaboration with the United Nations system: general matters: health implications of development schemes
﻿"
WHA35.15,"Health conditions of the Arab population in the occupied Arab territories, including Palestine
﻿"
WHA35.29,"Collaboration with the United Nations system: cooperation with newly independent and emerging States in Africa: liberation struggle in Southern Africa: health assistance to refugees in Africa
﻿"
WHA35.28,"Health Care of the Elderly
﻿"
WHA35.14,"Policy on patents
﻿"
WHA36.17,"Real estate fund and Headquarters accommodation
﻿"
WHA36.6,"Report on casual income
﻿"
WHA36.7,"Assessment of Vanuatu
﻿"
WHA36.16,"Method of work and duration of the Health Assembly
﻿"
WHA36.14,"Oral health in the strategy of health for all
﻿"
WHA36.28,"The role of physicians and other health workers in the preservation and promotion of peace as the most significant factor for the attainment of health for all
﻿"
WHA36.5,"Members in arrears in the payment of their contributions to an extent which may invoke Article 7 of the Constitution
﻿"
WHA36.4,"Status of collection of assessed contributions and status of advances to the Working Capital Fund
﻿"
WHA36.29,"Collaboration within the United Nations system: general matters: emergency health and medical assistance to drought-stricken and famine-affected countries in Africa
﻿"
WHA36.11,"The role of nursing/midwifery personnel in the strategy of health for all
﻿"
WHA36.1,"Appointment of the Director-General
﻿"
WHA36.10,"Appointment of the external auditor
﻿"
WHA36.12,"Alcohol consumption and alcohol-related problems: development of national policies and programmes
﻿"
WHA36.3,"Interim financial report for the year 1982
﻿"
WHA36.2,"Contract of the Director-General
﻿"
WHA36.13,"International Drinking Water Supply and Sanitation Decade
﻿"
WHA36.22,"Collaboration within the United Nations system: health assistance to refugees and displaced persons in Cyprus
﻿"
WHA36.23,"Collaboration within the United Nations system: health and medical assistance to Lebanon
﻿"
WHA36.35,"Methodology and content of the seventh report on the world health situation in relation to the monitoring and evaluation of the global strategy for health for all
﻿"
WHA36.21,"Collaboration within the United Nations system: general matters: contribution of the World Health Organization to Participation of Women in Promoting International Peace, Cooperation and Health
﻿"
WHA36.20,"Collaboration within the United Nations system: general matters: health, medical and social assistance to the Yemen
﻿"
WHA36.34,"Implementing the strategy for health for all
﻿"
WHA36.18,"Transfer of the Regional Office for the Eastern Mediterranean
﻿"
WHA36.30,"Tuberculosis control in the world - situation analysis
﻿"
WHA36.24,"Collaboration within the United Nations system: cooperation with newly independent and emerging States in Africa: liberation struggle in Southern Africa: assistance to front-line States
﻿"
WHA36.9,"Scale of assessments for the financial period 1984-1985
﻿"
WHA36.8,"Assessment of the Solomon Islands
﻿"
WHA36.25,"Collaboration within the United Nations system: cooperation with newly independent and emerging States in Africa: liberation struggle in Southern Africa: assistance to Namibia and national liberation movements in South Africa recognized by the Organization of African Unity
﻿"
WHA36.31,"African human trypanosomiasis
﻿"
WHA36.19,"Recruitment of international staff in WHO
﻿"
WHA36.27,"Health conditions of the Arab population in the occupied Arab territories, including Palestine
﻿"
WHA36.33,"Appropriation resolution for the financial period 1984-1985
﻿"
WHA36.32,"Prevention and control of cardiovascular diseases
﻿"
WHA36.26,"Collaboration within the United Nations system: cooperation with newly independent and emerging States in Africa: liberation struggle in Southern Africa: health assistance to refugees in Africa
﻿"
WHA37.5,"Status of collection of assessed contributions and status of advances to the Working Capital Fund
﻿"
WHA37.20,"Transfer of the Regional Office for the Eastern Mediterranean
﻿"
WHA37.21,"Restructuring the technical discussions
﻿"
WHA37.4,"Financial report and audited financial statements for the financial period of 1 January 1982 - 31 December 1983 and reports of the external auditor to the World Health Assembly
﻿"
WHA37.6,"Members in arrears in the payment of their contributions to an extent which may invoke Article 7 of the Constitution: Chad
﻿"
WHA37.23,"Collaboration within the United Nations system: general matters: abuse of Narcotic and Psychotropic substances
﻿"
WHA37.22,"Collaboration within the United Nations system - general matters: operational activities for development
﻿"
WHA37.7,"Members in arrears in the payment of their contributions to an extent which may invoke Article 7 of the Constitution
﻿"
WHA37.3,"Election of members entitled to designate a person to serve on the Executive Board
﻿"
WHA37.26,"Health conditions of the Arab population in the occupied Arab territories, including Palestine
﻿"
WHA37.32,"Action programme on essential drugs and vaccines
﻿"
WHA37.33,"Rational use of drugs
﻿"
WHA37.27,"International standards and units for biological substances
﻿"
WHA37.2,"Admission of new member: Kiribati
﻿"
WHA37.31,"The role of universities in the strategies for health for all
﻿"
WHA37.25,"Collaboration within the United Nations system: health and medical assistance to Lebanon
﻿"
WHA37.19,"Real estate fund and Headquarters accommodation
﻿"
WHA37.18,"Prevention and control of vitamin A deficiency and xerophthalmia
﻿"
WHA37.24,"Collaboration within the United Nations system: health assistance to refugees and displaced persons in Cyprus
﻿"
